postcode,average_emissions_per_customer_kg_co2e_per_month
3156,1069.888888888889
3177,506.6111111111111
3802,651.25
3803,573.6944444444445
3804,1066.5277777777778
3805,638.8611111111111
3806,669.2777777777777
3807,764.6944444444445
3912,752.3055555555555
3975,593.0555555555555
3976,537.2777777777777
3977,574.8888888888889
3978,495.97222222222223
3980,665.1944444444445
